country,type,year,n
Bahrain,EU,2010,0
Bahrain,EU,2011,0
Bahrain,EU,2012,0
Bahrain,EU,2013,0
Bahrain,EU,2014,0
Bahrain,EU,2015,0
Bahrain,Family,2006,0
Bahrain,Family,2007,0
Bahrain,Family,2008,0
Bahrain,Family,2009,0
Bahrain,Family,2010,1
Bahrain,Family,2011,0
Bahrain,Family,2012,1
Bahrain,Family,2013,0
Bahrain,Family,2014,0
Bahrain,Family,2015,1
Bahrain,Other,2006,0
Bahrain,Other,2007,0
Bahrain,Other,2008,0
Bahrain,Other,2009,0
Bahrain,Other,2010,0
Bahrain,Other,2011,0
Bahrain,Other,2012,0
Bahrain,Other,2013,0
Bahrain,Other,2014,0
Bahrain,Other,2015,0
Bahrain,Study,2006,0
Bahrain,Study,2007,0
Bahrain,Study,2008,0
Bahrain,Study,2009,0
Bahrain,Study,2010,0
Bahrain,Study,2011,0
Bahrain,Study,2012,0
Bahrain,Study,2013,0
Bahrain,Study,2014,1
Bahrain,Study,2015,1
Bahrain,Work,2006,0
Bahrain,Work,2007,0
Bahrain,Work,2008,0
Bahrain,Work,2009,0
Bahrain,Work,2010,0
Bahrain,Work,2011,1
Bahrain,Work,2012,0
Bahrain,Work,2013,0
Bahrain,Work,2014,0
Bahrain,Work,2015,0
Bangladesh,Asylum,2006,0
Bangladesh,Asylum,2007,0
Bangladesh,Asylum,2008,1
Bangladesh,Asylum,2009,2
Bangladesh,Asylum,2010,10
Bangladesh,Asylum,2011,1
Bangladesh,Asylum,2012,3
Bangladesh,Asylum,2013,1
Bangladesh,Asylum,2014,5
Bangladesh,Asylum,2015,3
Bangladesh,EU,2006,0
Bangladesh,EU,2007,0
Bangladesh,EU,2008,0
Bangladesh,EU,2009,0
Bangladesh,EU,2010,4
Bangladesh,EU,2011,11
Bangladesh,EU,2012,11
Bangladesh,EU,2013,18
Bangladesh,EU,2014,29
Bangladesh,EU,2015,31
Bangladesh,Family,2006,8
Bangladesh,Family,2007,10
Bangladesh,Family,2008,9
Bangladesh,Family,2009,23
Bangladesh,Family,2010,9
Bangladesh,Family,2011,15
Bangladesh,Family,2012,14
Bangladesh,Family,2013,13
Bangladesh,Family,2014,17
Bangladesh,Family,2015,14
Bangladesh,Other,2006,0
Bangladesh,Other,2007,0
Bangladesh,Other,2008,0
Bangladesh,Other,2009,0
Bangladesh,Other,2010,0
Bangladesh,Other,2011,1
Bangladesh,Other,2012,0
Bangladesh,Other,2013,1
Bangladesh,Other,2014,0
Bangladesh,Other,2015,1
Bangladesh,Study,2006,96
Bangladesh,Study,2007,81
Bangladesh,Study,2008,150
Bangladesh,Study,2009,63
Bangladesh,Study,2010,64
Bangladesh,Study,2011,59
Bangladesh,Study,2012,46
Bangladesh,Study,2013,60
Bangladesh,Study,2014,86
Bangladesh,Study,2015,161
Bangladesh,Work,2006,12
Bangladesh,Work,2007,18
Bangladesh,Work,2008,50
Bangladesh,Work,2009,126
Bangladesh,Work,2010,292
Bangladesh,Work,2011,203
Bangladesh,Work,2012,182
Bangladesh,Work,2013,263
Bangladesh,Work,2014,190
Bangladesh,Work,2015,119
Barbados,Asylum,2006,0
Barbados,Asylum,2007,0
Barbados,Asylum,2008,0
Barbados,Asylum,2009,0
Barbados,Asylum,2010,0
Barbados,Asylum,2011,0
Barbados,Asylum,2012,0
Barbados,Asylum,2013,0
Barbados,Asylum,2014,0
Barbados,Asylum,2015,0
Barbados,EU,2006,0
Barbados,EU,2007,0
Barbados,EU,2008,0
Barbados,EU,2009,2
Barbados,EU,2010,0
Barbados,EU,2011,0
Barbados,EU,2012,0
Barbados,EU,2013,0
Barbados,EU,2014,0
Barbados,EU,2015,0
Barbados,Family,2006,3
Barbados,Family,2007,2
Barbados,Family,2008,1
Barbados,Family,2009,0
Barbados,Family,2010,0
Barbados,Family,2011,0
Barbados,Family,2012,0
Barbados,Family,2013,1
Barbados,Family,2014,0
Barbados,Family,2015,0
Barbados,Other,2006,0
Barbados,Other,2007,0
Barbados,Other,2008,0
Barbados,Other,2009,0
Barbados,Other,2010,0
Barbados,Other,2011,1
Barbados,Other,2012,0
Barbados,Other,2013,0
Barbados,Other,2014,0
Barbados,Other,2015,0
Barbados,Study,2006,0
Barbados,Study,2007,0
Barbados,Study,2008,0
Barbados,Study,2009,0
Barbados,Study,2010,0
Barbados,Study,2011,0
Barbados,Study,2012,0
Barbados,Study,2013,0
Barbados,Study,2014,0
Barbados,Study,2015,0
Barbados,Work,2006,0
Barbados,Work,2007,0
Barbados,Work,2008,0
Barbados,Work,2009,0
Barbados,Work,2010,0
Barbados,Work,2011,0
Barbados,Work,2012,0
Barbados,Work,2013,0
Barbados,Work,2014,1
Barbados,Work,2015,1
Belarus,Asylum,2006,1
Belarus,Asylum,2007,2
Belarus,Asylum,2008,1
Belarus,Asylum,2009,0
Belarus,Asylum,2010,0
Belarus,Asylum,2011,0
Belarus,Asylum,2012,0
Belarus,Asylum,2013,0
Belarus,Asylum,2014,3
Belarus,Asylum,2015,4
Belarus,EU,2006,0
Belarus,EU,2007,2
Belarus,EU,2008,7
Belarus,EU,2009,6
Belarus,EU,2010,3
Belarus,EU,2011,8
Belarus,EU,2012,9
Belarus,EU,2013,13
Belarus,EU,2014,8
Belarus,EU,2015,5
Belarus,Family,2006,34
Belarus,Family,2007,27
Belarus,Family,2008,14
Belarus,Family,2009,20
Belarus,Family,2010,18
Belarus,Family,2011,8
Belarus,Family,2012,11
Belarus,Family,2013,9
Belarus,Family,2014,8
Belarus,Family,2015,19
Belarus,Other,2006,0
Belarus,Other,2007,1
Belarus,Other,2008,0
Belarus,Other,2009,0
Belarus,Other,2010,1
Belarus,Other,2011,1
Belarus,Other,2012,0
Belarus,Other,2013,0
Belarus,Other,2014,0
Belarus,Other,2015,0
Belarus,Study,2006,46
Belarus,Study,2007,53
Belarus,Study,2008,89
Belarus,Study,2009,79
Belarus,Study,2010,68
Belarus,Study,2011,37
Belarus,Study,2012,17
Belarus,Study,2013,19
Belarus,Study,2014,29
Belarus,Study,2015,15
Belarus,Work,2006,40
Belarus,Work,2007,38
Belarus,Work,2008,66
Belarus,Work,2009,65
Belarus,Work,2010,58
Belarus,Work,2011,56
Belarus,Work,2012,52
Belarus,Work,2013,31
Belarus,Work,2014,22
Belarus,Work,2015,24
Belgium,Asylum,2006,0
Belgium,Asylum,2007,0
Belgium,Asylum,2008,0
Belgium,Asylum,2009,0
Belgium,Asylum,2010,0
Belgium,Asylum,2011,0
Belgium,Asylum,2012,0
Belgium,Asylum,2013,0
Belgium,Asylum,2014,0
Belgium,Asylum,2015,0
Belgium,EU,2006,203
Belgium,EU,2007,210
Belgium,EU,2008,216
Belgium,EU,2009,236
Belgium,EU,2010,257
Belgium,EU,2011,266
Belgium,EU,2012,349
Belgium,EU,2013,314
Belgium,EU,2014,319
Belgium,EU,2015,377
Belgium,Family,2006,2
Belgium,Family,2007,2
Belgium,Family,2008,1
Belgium,Family,2009,0
Belgium,Family,2010,0
Belgium,Family,2011,0
Belgium,Family,2012,0
Belgium,Family,2013,1
Belgium,Family,2014,0
Belgium,Family,2015,0
Belgium,Other,2006,0
Belgium,Other,2007,0
Belgium,Other,2008,0
Belgium,Other,2009,0
Belgium,Other,2010,0
Belgium,Other,2011,0
Belgium,Other,2012,0
Belgium,Other,2013,0
Belgium,Other,2014,0
Belgium,Other,2015,0
Belgium,Study,2006,4
Belgium,Study,2007,0
Belgium,Study,2008,6
Belgium,Study,2009,1
Belgium,Study,2010,5
Belgium,Study,2011,1
Belgium,Study,2012,0
Belgium,Study,2013,2
Belgium,Study,2014,1
Belgium,Study,2015,1
Belgium,Work,2006,0
Belgium,Work,2007,0
Belgium,Work,2008,0
Belgium,Work,2009,1
Belgium,Work,2010,1
Belgium,Work,2011,0
Belgium,Work,2012,0
Belgium,Work,2013,0
Belgium,Work,2014,0
Belgium,Work,2015,0
Belize,Asylum,2006,0
Belize,Asylum,2007,0
Belize,Asylum,2008,0
Belize,Asylum,2009,0
Belize,Asylum,2010,0
Belize,Asylum,2011,0
Belize,Asylum,2012,0
Belize,Asylum,2013,0
Belize,Asylum,2014,0
Belize,Asylum,2015,0
Belize,EU,2006,0
Belize,EU,2007,0
Belize,EU,2008,0
Belize,EU,2009,0
Belize,EU,2010,0
Belize,EU,2011,0
Belize,EU,2012,0
Belize,EU,2013,0
Belize,EU,2014,0
Belize,EU,2015,0
Belize,Family,2006,0
Belize,Family,2007,0
Belize,Family,2008,0
Belize,Family,2009,2
Belize,Family,2010,0
Belize,Family,2011,0
Belize,Family,2012,0
Belize,Family,2013,1
Belize,Family,2014,0
Belize,Family,2015,0
Belize,Other,2006,0
Belize,Other,2007,0
Belize,Other,2008,0
Belize,Other,2009,0
Belize,Other,2010,0
Belize,Other,2011,0
Belize,Other,2012,0
Belize,Other,2013,0
Belize,Other,2014,0
Belize,Other,2015,0
Belize,Study,2006,0
Belize,Study,2007,0
Belize,Study,2008,0
Belize,Study,2009,0
Belize,Study,2010,0
Belize,Study,2011,0
Belize,Study,2012,0
Belize,Study,2013,0
Belize,Study,2014,0
Belize,Study,2015,0
Belize,Work,2006,0
Belize,Work,2007,0
Belize,Work,2008,0
Belize,Work,2009,0
Belize,Work,2010,0
Belize,Work,2011,0
Belize,Work,2012,0
Belize,Work,2013,0
Belize,Work,2014,0
Belize,Work,2015,0
Benin,Asylum,2006,0
Benin,Asylum,2007,0
Benin,Asylum,2008,0
Benin,Asylum,2009,0
Benin,Asylum,2010,0
Benin,Asylum,2011,1
Benin,Asylum,2012,0
Benin,Asylum,2013,0
Benin,Asylum,2014,0
Benin,Asylum,2015,0
Benin,EU,2006,0
Benin,EU,2007,1
Benin,EU,2008,0
Benin,EU,2009,0
Benin,EU,2010,0
Benin,EU,2011,0
Benin,EU,2012,0
Benin,EU,2013,0
Benin,EU,2014,0
Benin,EU,2015,1
Benin,Family,2006,0
Benin,Family,2007,0
Benin,Family,2008,0
Benin,Family,2009,0
Benin,Family,2010,1
Benin,Family,2011,1
Benin,Family,2012,0
Benin,Family,2013,2
Benin,Family,2014,2
Benin,Family,2015,1
Benin,Other,2006,0
Benin,Other,2007,0
Benin,Other,2008,0
Benin,Other,2009,0
Benin,Other,2010,0
Benin,Other,2011,0
Benin,Other,2012,0
Benin,Other,2013,0
Benin,Other,2014,0
Benin,Other,2015,0
Benin,Study,2006,9
Benin,Study,2007,7
Benin,Study,2008,10
Benin,Study,2009,2
Benin,Study,2010,3
Benin,Study,2011,1
Benin,Study,2012,1
Benin,Study,2013,1
Benin,Study,2014,3
Benin,Study,2015,3
Benin,Work,2006,1
Benin,Work,2007,1
Benin,Work,2008,0
Benin,Work,2009,2
Benin,Work,2010,2
Benin,Work,2011,0
Benin,Work,2012,0
Benin,Work,2013,2
Benin,Work,2014,0
Benin,Work,2015,6
Bermuda,Asylum,2006,0
Bermuda,Asylum,2007,0
Bermuda,Asylum,2008,0
Bermuda,Asylum,2009,0
Bermuda,Asylum,2010,0
Bermuda,Asylum,2011,0
Bermuda,Asylum,2012,0
Bermuda,Asylum,2013,0
Bermuda,Asylum,2014,0
Bermuda,Asylum,2015,0
Bermuda,EU,2006,0
Bermuda,EU,2007,0
Bermuda,EU,2008,0
Bermuda,EU,2009,0
Bermuda,EU,2010,0
Bermuda,EU,2011,0
Bermuda,EU,2012,0
Bermuda,EU,2013,0
Bermuda,EU,2014,0
Bermuda,EU,2015,0
Bermuda,Family,2006,0
Bermuda,Family,2007,0
Bermuda,Family,2008,0
Bermuda,Family,2009,0
Bermuda,Family,2010,0
Bermuda,Family,2011,0
Bermuda,Family,2012,0
Bermuda,Family,2013,0
Bermuda,Family,2014,0
Bermuda,Family,2015,0
Bermuda,Other,2006,0
Bermuda,Other,2007,0
Bermuda,Other,2008,0
Bermuda,Other,2009,0
Bermuda,Other,2010,0
Bermuda,Other,2011,0
Bermuda,Other,2012,0
Bermuda,Other,2013,0
Bermuda,Other,2014,0
Bermuda,Other,2015,0
Bermuda,Study,2006,0
Bermuda,Study,2007,0
Bermuda,Study,2008,0
Bermuda,Study,2009,0
Bermuda,Study,2010,0
Bermuda,Study,2011,0
Bermuda,Study,2012,0
Bermuda,Study,2013,0
Bermuda,Study,2014,0
Bermuda,Study,2015,0
Bermuda,Work,2006,0
Bermuda,Work,2007,0
Bermuda,Work,2008,0
Bermuda,Work,2009,0
Bermuda,Work,2010,0
Bermuda,Work,2011,0
Bermuda,Work,2012,0
Bermuda,Work,2013,0
Bermuda,Work,2014,0
Bermuda,Work,2015,0
Bhutan,Asylum,2006,0
Bhutan,Asylum,2007,15
Bhutan,Asylum,2008,159
Bhutan,Asylum,2009,158
Bhutan,Asylum,2010,170
Bhutan,Asylum,2011,4
Bhutan,Asylum,2012,0
Bhutan,Asylum,2013,0
Bhutan,Asylum,2014,0
Bhutan,Asylum,2015,0
Bhutan,EU,2006,0
Bhutan,EU,2007,0
Bhutan,EU,2008,0
Bhutan,EU,2009,0
Bhutan,EU,2010,0
Bhutan,EU,2011,0
Bhutan,EU,2012,0
Bhutan,EU,2013,0
Bhutan,EU,2014,0
Bhutan,EU,2015,0
Bhutan,Family,2006,5
Bhutan,Family,2007,0
Bhutan,Family,2008,0
Bhutan,Family,2009,4
Bhutan,Family,2010,1
Bhutan,Family,2011,1
Bhutan,Family,2012,0
Bhutan,Family,2013,0
Bhutan,Family,2014,1
Bhutan,Family,2015,0
Bhutan,Other,2006,0
Bhutan,Other,2007,0
Bhutan,Other,2008,0
Bhutan,Other,2009,1
Bhutan,Other,2010,0
Bhutan,Other,2011,0
Bhutan,Other,2012,0
Bhutan,Other,2013,0
Bhutan,Other,2014,1
Bhutan,Other,2015,0
Bhutan,Study,2006,18
Bhutan,Study,2007,21
Bhutan,Study,2008,11
Bhutan,Study,2009,2
Bhutan,Study,2010,5
Bhutan,Study,2011,6
Bhutan,Study,2012,1
Bhutan,Study,2013,6
Bhutan,Study,2014,1
Bhutan,Study,2015,1
Bhutan,Work,2006,0
Bhutan,Work,2007,0
Bhutan,Work,2008,1
Bhutan,Work,2009,0
Bhutan,Work,2010,1
Bhutan,Work,2011,0
Bhutan,Work,2012,0
Bhutan,Work,2013,0
Bhutan,Work,2014,0
Bhutan,Work,2015,0
Bolivia,Asylum,2006,0
Bolivia,Asylum,2007,0
Bolivia,Asylum,2008,0
Bolivia,Asylum,2009,0
Bolivia,Asylum,2010,0
Bolivia,Asylum,2011,0
Bolivia,Asylum,2012,0
Bolivia,Asylum,2013,0
Bolivia,Asylum,2014,0
Bolivia,Asylum,2015,0
Bolivia,EU,2006,0
Bolivia,EU,2007,0
Bolivia,EU,2008,0
Bolivia,EU,2009,0
Bolivia,EU,2010,0
Bolivia,EU,2011,1
Bolivia,EU,2012,1
Bolivia,EU,2013,2
Bolivia,EU,2014,2
Bolivia,EU,2015,1
Bolivia,Family,2006,1
Bolivia,Family,2007,5
Bolivia,Family,2008,2
Bolivia,Family,2009,5
Bolivia,Family,2010,6
Bolivia,Family,2011,3
Bolivia,Family,2012,4
Bolivia,Family,2013,0
Bolivia,Family,2014,1
Bolivia,Family,2015,4
Bolivia,Other,2006,1
Bolivia,Other,2007,2
Bolivia,Other,2008,1
Bolivia,Other,2009,0
Bolivia,Other,2010,0
Bolivia,Other,2011,0
Bolivia,Other,2012,0
Bolivia,Other,2013,0
Bolivia,Other,2014,0
Bolivia,Other,2015,0
Bolivia,Study,2006,8
Bolivia,Study,2007,38
Bolivia,Study,2008,7
Bolivia,Study,2009,13
Bolivia,Study,2010,6
Bolivia,Study,2011,14
Bolivia,Study,2012,6
Bolivia,Study,2013,10
Bolivia,Study,2014,10
Bolivia,Study,2015,6
Bolivia,Work,2006,7
Bolivia,Work,2007,3
Bolivia,Work,2008,2
Bolivia,Work,2009,4
Bolivia,Work,2010,2
Bolivia,Work,2011,1
Bolivia,Work,2012,4
Bolivia,Work,2013,1
Bolivia,Work,2014,2
Bolivia,Work,2015,2
Bosnia and Herzegovina,Asylum,2006,14
Bosnia and Herzegovina,Asylum,2007,21
Bosnia and Herzegovina,Asylum,2008,31
Bosnia and Herzegovina,Asylum,2009,2
Bosnia and Herzegovina,Asylum,2010,10
Bosnia and Herzegovina,Asylum,2011,8
Bosnia and Herzegovina,Asylum,2012,12
Bosnia and Herzegovina,Asylum,2013,14
Bosnia and Herzegovina,Asylum,2014,5
Bosnia and Herzegovina,Asylum,2015,0
Bosnia and Herzegovina,EU,2006,0
Bosnia and Herzegovina,EU,2007,1
Bosnia and Herzegovina,EU,2008,1
Bosnia and Herzegovina,EU,2009,1
Bosnia and Herzegovina,EU,2010,1
Bosnia and Herzegovina,EU,2011,0
Bosnia and Herzegovina,EU,2012,1
Bosnia and Herzegovina,EU,2013,5
Bosnia and Herzegovina,EU,2014,9
Bosnia and Herzegovina,EU,2015,10
Bosnia and Herzegovina,Family,2006,63
Bosnia and Herzegovina,Family,2007,63
Bosnia and Herzegovina,Family,2008,40
Bosnia and Herzegovina,Family,2009,45
Bosnia and Herzegovina,Family,2010,65
Bosnia and Herzegovina,Family,2011,37
Bosnia and Herzegovina,Family,2012,43
Bosnia and Herzegovina,Family,2013,61
Bosnia and Herzegovina,Family,2014,42
Bosnia and Herzegovina,Family,2015,46
Bosnia and Herzegovina,Other,2006,1
Bosnia and Herzegovina,Other,2007,2
Bosnia and Herzegovina,Other,2008,0
Bosnia and Herzegovina,Other,2009,0
Bosnia and Herzegovina,Other,2010,0
Bosnia and Herzegovina,Other,2011,1
Bosnia and Herzegovina,Other,2012,2
Bosnia and Herzegovina,Other,2013,1
Bosnia and Herzegovina,Other,2014,0
Bosnia and Herzegovina,Other,2015,1
Bosnia and Herzegovina,Study,2006,7
Bosnia and Herzegovina,Study,2007,4
Bosnia and Herzegovina,Study,2008,12
Bosnia and Herzegovina,Study,2009,6
Bosnia and Herzegovina,Study,2010,9
Bosnia and Herzegovina,Study,2011,1
Bosnia and Herzegovina,Study,2012,7
Bosnia and Herzegovina,Study,2013,12
Bosnia and Herzegovina,Study,2014,8
Bosnia and Herzegovina,Study,2015,13
Bosnia and Herzegovina,Work,2006,18
Bosnia and Herzegovina,Work,2007,14
Bosnia and Herzegovina,Work,2008,12
Bosnia and Herzegovina,Work,2009,4
Bosnia and Herzegovina,Work,2010,13
Bosnia and Herzegovina,Work,2011,12
Bosnia and Herzegovina,Work,2012,14
Bosnia and Herzegovina,Work,2013,17
Bosnia and Herzegovina,Work,2014,11
Bosnia and Herzegovina,Work,2015,9
Botswana,Asylum,2006,0
Botswana,Asylum,2007,0
Botswana,Asylum,2008,0
Botswana,Asylum,2009,0
Botswana,Asylum,2010,0
Botswana,Asylum,2011,0
Botswana,Asylum,2012,0
Botswana,Asylum,2013,0
Botswana,Asylum,2014,0
Botswana,Asylum,2015,0
Botswana,EU,2006,0
Botswana,EU,2007,0
Botswana,EU,2008,0
Botswana,EU,2009,0
Botswana,EU,2010,0
Botswana,EU,2011,0
Botswana,EU,2012,0
Botswana,EU,2013,0
Botswana,EU,2014,0
Botswana,EU,2015,0
Botswana,Family,2006,1
Botswana,Family,2007,0
Botswana,Family,2008,0
Botswana,Family,2009,0
Botswana,Family,2010,0
Botswana,Family,2011,1
Botswana,Family,2012,0
Botswana,Family,2013,0
Botswana,Family,2014,1
Botswana,Family,2015,0
Botswana,Other,2006,0
Botswana,Other,2007,0
Botswana,Other,2008,0
Botswana,Other,2009,0
Botswana,Other,2010,0
Botswana,Other,2011,0
Botswana,Other,2012,0
Botswana,Other,2013,0
Botswana,Other,2014,0
Botswana,Other,2015,0
Botswana,Study,2006,0
Botswana,Study,2007,3
Botswana,Study,2008,6
Botswana,Study,2009,3
Botswana,Study,2010,3
Botswana,Study,2011,3
Botswana,Study,2012,0
Botswana,Study,2013,0
Botswana,Study,2014,1
Botswana,Study,2015,0
Botswana,Work,2006,0
Botswana,Work,2007,0
Botswana,Work,2008,1
Botswana,Work,2009,0
Botswana,Work,2010,2
Botswana,Work,2011,0
Botswana,Work,2012,0
Botswana,Work,2013,0
Botswana,Work,2014,2
Botswana,Work,2015,0
Brazil,Asylum,2006,0
Brazil,Asylum,2007,0
Brazil,Asylum,2008,0
Brazil,Asylum,2009,0
Brazil,Asylum,2010,0
Brazil,Asylum,2011,0
Brazil,Asylum,2012,0
Brazil,Asylum,2013,0
Brazil,Asylum,2014,0
Brazil,Asylum,2015,0
Brazil,EU,2006,19
Brazil,EU,2007,4
Brazil,EU,2008,10
Brazil,EU,2009,13
Brazil,EU,2010,18
Brazil,EU,2011,14
Brazil,EU,2012,11
Brazil,EU,2013,25
Brazil,EU,2014,21
Brazil,EU,2015,36
Brazil,Family,2006,92
Brazil,Family,2007,131
Brazil,Family,2008,128
Brazil,Family,2009,119
Brazil,Family,2010,124
Brazil,Family,2011,69
Brazil,Family,2012,63
Brazil,Family,2013,100
Brazil,Family,2014,76
Brazil,Family,2015,96
Brazil,Other,2006,1
Brazil,Other,2007,3
Brazil,Other,2008,1
Brazil,Other,2009,2
Brazil,Other,2010,2
Brazil,Other,2011,1
Brazil,Other,2012,0
Brazil,Other,2013,1
Brazil,Other,2014,2
Brazil,Other,2015,0
Brazil,Study,2006,178
Brazil,Study,2007,206
Brazil,Study,2008,312
Brazil,Study,2009,289
Brazil,Study,2010,273
Brazil,Study,2011,206
Brazil,Study,2012,219
Brazil,Study,2013,231
Brazil,Study,2014,285
Brazil,Study,2015,263
Brazil,Work,2006,87
Brazil,Work,2007,104
Brazil,Work,2008,138
Brazil,Work,2009,93
Brazil,Work,2010,108
Brazil,Work,2011,116
Brazil,Work,2012,88
Brazil,Work,2013,208
Brazil,Work,2014,174
Brazil,Work,2015,171
British West Indies,Asylum,2006,0
British West Indies,Asylum,2007,0
British West Indies,Asylum,2008,0
British West Indies,Asylum,2009,0
British West Indies,Asylum,2010,0
British West Indies,Asylum,2011,0
British West Indies,Asylum,2012,0
British West Indies,Asylum,2013,0
British West Indies,Asylum,2014,0
British West Indies,Asylum,2015,0
British West Indies,EU,2006,0
British West Indies,EU,2007,0
British West Indies,EU,2008,0
British West Indies,EU,2009,0
British West Indies,EU,2010,0
British West Indies,EU,2011,0
British West Indies,EU,2012,0
British West Indies,EU,2013,0
British West Indies,EU,2014,0
British West Indies,EU,2015,0
British West Indies,Family,2006,0
British West Indies,Family,2007,0
British West Indies,Family,2008,0
British West Indies,Family,2009,0
British West Indies,Family,2010,0
British West Indies,Family,2011,0
British West Indies,Family,2012,0
British West Indies,Family,2013,0
British West Indies,Family,2014,0
British West Indies,Family,2015,0
British West Indies,Other,2006,0
British West Indies,Other,2007,0
British West Indies,Other,2008,0
British West Indies,Other,2009,0
British West Indies,Other,2010,0
British West Indies,Other,2011,0
British West Indies,Other,2012,0
British West Indies,Other,2013,0
British West Indies,Other,2014,0
British West Indies,Other,2015,0
British West Indies,Study,2006,0
British West Indies,Study,2007,0
British West Indies,Study,2008,0
British West Indies,Study,2009,0
British West Indies,Study,2010,0
British West Indies,Study,2011,0
British West Indies,Study,2012,0
British West Indies,Study,2013,0
British West Indies,Study,2014,0
British West Indies,Study,2015,0
British West Indies,Work,2006,0
British West Indies,Work,2007,0
British West Indies,Work,2008,0
British West Indies,Work,2009,0
British West Indies,Work,2010,0
British West Indies,Work,2011,0
British West Indies,Work,2012,0
British West Indies,Work,2013,0
British West Indies,Work,2014,0
British West Indies,Work,2015,0
Brunei,Asylum,2006,0
Brunei,Asylum,2007,0
Brunei,Asylum,2008,0
Brunei,Asylum,2009,0
Brunei,Asylum,2010,0
Brunei,Asylum,2011,0
Brunei,Asylum,2012,0
Brunei,Asylum,2013,0
Brunei,Asylum,2014,0
Brunei,Asylum,2015,0
Brunei,EU,2006,0
Brunei,EU,2007,0
Brunei,EU,2008,0
Brunei,EU,2009,0
Brunei,EU,2010,0
Brunei,EU,2011,0
Brunei,EU,2012,0
Brunei,EU,2013,0
Brunei,EU,2014,0
Brunei,EU,2015,0
Brunei,Family,2006,0
Brunei,Family,2007,0
Brunei,Family,2008,0
Brunei,Family,2009,0
Brunei,Family,2010,0
Brunei,Family,2011,0
Brunei,Family,2012,0
Brunei,Family,2013,0
Brunei,Family,2014,0
Brunei,Family,2015,0
Brunei,Other,2006,0
Brunei,Other,2007,0
Brunei,Other,2008,0
Brunei,Other,2009,0
Brunei,Other,2010,0
Brunei,Other,2011,0
Brunei,Other,2012,0
Brunei,Other,2013,0
Brunei,Other,2014,0
Brunei,Other,2015,0
Brunei,Study,2006,0
Brunei,Study,2007,0
Brunei,Study,2008,0
Brunei,Study,2009,0
Brunei,Study,2010,0
Brunei,Study,2011,0
Brunei,Study,2012,0
Brunei,Study,2013,0
Brunei,Study,2014,0
Brunei,Study,2015,0
Brunei,Work,2006,0
Brunei,Work,2007,0
Brunei,Work,2008,0
Brunei,Work,2009,0
Brunei,Work,2010,0
Brunei,Work,2011,0
Brunei,Work,2012,0
Brunei,Work,2013,0
Brunei,Work,2014,0
Brunei,Work,2015,1
Bulgaria,Asylum,2006,0
Bulgaria,Asylum,2007,0
Bulgaria,Asylum,2008,0
Bulgaria,Asylum,2009,0
Bulgaria,Asylum,2010,0
Bulgaria,Asylum,2011,0
Bulgaria,Asylum,2012,0
Bulgaria,Asylum,2013,0
Bulgaria,Asylum,2014,0
Bulgaria,Asylum,2015,0
Bulgaria,EU,2006,1
Bulgaria,EU,2007,224
Bulgaria,EU,2008,838
Bulgaria,EU,2009,1134
